Class Name,Class Stereotype,Method Name,Method Stereotype
"LottieFontViewGroup","commander small-class","LottieFontViewGroup","constructor"
"LottieFontViewGroup","commander small-class","LottieFontViewGroup","constructor"
"LottieFontViewGroup","commander small-class","LottieFontViewGroup","constructor"
"LottieFontViewGroup","commander small-class","init","command"
"LottieFontViewGroup","commander small-class","onLayout","command collaborator"
"SecondbundleShareActivity","commander boundary small-class","onCreate","command collaborator"
"SecondBundleIniter","boundary data-class small-class","init","set collaborator"
"SecondBundleIniter","boundary data-class small-class","getApplication","get collaborator"
"SecondBundleApplication","commander small-class","onCreate","command"
"SecondBundleActivity","commander small-class","onCreate","command collaborator"
"SecondBundleActivity","commander small-class","onFragmentInteraction","empty"
"PlusOneFragment","commander boundary","PlusOneFragment","constructor"
"PlusOneFragment","commander boundary","onCreate","command collaborator"
"PlusOneFragment","commander boundary","onCreateView","controller stateless"
"PlusOneFragment","commander boundary","onResume","command"
"PlusOneFragment","commander boundary","onButtonPressed","command collaborator"
"PlusOneFragment","commander boundary","onAttach","set collaborator"
"PlusOneFragment","commander boundary","onDetach","set"
"MyRichView","empty","MyRichView","constructor"
"MyRichView","empty","MyRichView","constructor"
"MyRichView","empty","MyRichView","constructor"
"MyRichView","empty","MyRichView","constructor"
"ExampleUnitTest","boundary degenerate","addition_isCorrect","wrapper stateless"
"ExampleUnitTest","boundary degenerate","addition_isCorrect","wrapper stateless"
"ExampleUnitTest","boundary degenerate","addition_isCorrect","wrapper stateless"
"ExampleUnitTest","boundary degenerate","addition_isCorrect","wrapper stateless"
"ExampleUnitTest","boundary degenerate","addition_isCorrect","wrapper stateless"
"ExampleUnitTest","boundary degenerate","addition_isCorrect","wrapper stateless"
"ItemDetailFragment","small-class","ItemDetailFragment","constructor"
"ItemDetailFragment","small-class","onCreate","command collaborator"
"ItemDetailFragment","small-class","onCreateView","property controller"
"ItemDetailActivity","entity boundary small-class","onCreate","command collaborator"
"ItemDetailActivity","entity boundary small-class","onOptionsItemSelected","predicate non-void-command collaborator"
"CustomView","commander","CustomView","constructor"
"CustomView","commander","setEnabled","command"
"CustomView","commander","onAnimationStart","set"
"CustomView","commander","onAnimationEnd","set"
"CustomView","commander","onDraw","command collaborator"
"ButtonFlat","commander","ButtonFlat","constructor"
"ButtonFlat","commander","setDefaultProperties","command"
"ButtonFlat","commander","setAttributes","command collaborator"
"ButtonFlat","commander","onDraw","command collaborator"
"ButtonFlat","commander","makePressColor","wrapper stateless"
"ButtonFlat","commander","setText","command"
"ButtonFlat","commander","setBackgroundColor","command"
"ButtonFlat","commander","getTextView","get collaborator"
"ButtonFlat","commander","getText","property non-void-command"
"TrimPathContent","boundary","TrimPathContent","constructor"
"TrimPathContent","boundary","onValueChanged","command"
"TrimPathContent","boundary","setContents","empty"
"TrimPathContent","boundary","addListener","command collaborator"
"TrimPathContent","boundary","getStart","get collaborator"
"TrimPathContent","boundary","getEnd","get collaborator"
"TrimPathContent","boundary","getOffset","get collaborator"
"TransformKeyframeAnimation","boundary","TransformKeyframeAnimation","constructor"
"TransformKeyframeAnimation","boundary","addAnimationsToLayer","controller"
"TransformKeyframeAnimation","boundary","addListener","command collaborator"
"TransformKeyframeAnimation","boundary","getOpacity","get collaborator"
"TransformKeyframeAnimation","boundary","getMatrix","get non-void-command collaborator"
"SplitDimensionPathKeyframeAnimation","entity boundary","SplitDimensionPathKeyframeAnimation","constructor"
"SplitDimensionPathKeyframeAnimation","entity boundary","setProgress","command"
"SplitDimensionPathKeyframeAnimation","entity boundary","getValue","property non-void-command collaborator"
"SplitDimensionPathKeyframeAnimation","entity boundary","getValue","get collaborator"
"SolidLayer","commander small-class","SolidLayer","constructor"
"SolidLayer","commander small-class","drawLayer","command"
"ShapeTrimPath","data-provider boundary","ShapeTrimPath","constructor"
"ShapeTrimPath","data-provider boundary","getEnd","get collaborator"
"ShapeTrimPath","data-provider boundary","getStart","get collaborator"
"ShapeTrimPath","data-provider boundary","getOffset","get collaborator"
"ShapeTrimPath","data-provider boundary","toString","property"
"ShapeStroke","data-provider boundary data-class","ShapeStroke","constructor"
"ShapeStroke","data-provider boundary data-class","getColor","get collaborator"
"ShapeStroke","data-provider boundary data-class","getOpacity","get collaborator"
"ShapeStroke","data-provider boundary data-class","getWidth","get collaborator"
"ShapeStroke","data-provider boundary data-class","getLineDashPattern","get collaborator"
"ShapeStroke","data-provider boundary data-class","getDashOffset","get collaborator"
"ShapeStroke","data-provider boundary data-class","getCapType","get collaborator"
"ShapeStroke","data-provider boundary data-class","getJoinType","get collaborator"
"ShapeLayer","commander small-class","ShapeLayer","constructor"
"ShapeLayer","commander small-class","drawLayer","command"
"ShapeFill","entity data-provider boundary","ShapeFill","constructor"
"ShapeFill","entity data-provider boundary","getColor","get collaborator"
"ShapeFill","entity data-provider boundary","getOpacity","get collaborator"
"ShapeFill","entity data-provider boundary","getFillType","get collaborator"
"ShapeFill","entity data-provider boundary","toString","property non-void-command"
"Dialog","minimal-entity commander boundary","Dialog","constructor"
"Dialog","minimal-entity commander boundary","Dialog","constructor"
"Dialog","minimal-entity commander boundary","addCancelButton","set"
"Dialog","minimal-entity commander boundary","addCancelButton","command collaborator"
"Dialog","minimal-entity commander boundary","addAcceptButton","set"
"Dialog","minimal-entity commander boundary","addAcceptButton","command collaborator"
"Dialog","minimal-entity commander boundary","setContentView","set collaborator"
"Dialog","minimal-entity commander boundary","getContentView","get collaborator"
"Dialog","minimal-entity commander boundary","onCreate","command collaborator"
"Dialog","minimal-entity commander boundary","show","command"
"Dialog","minimal-entity commander boundary","getMessage","get"
"Dialog","minimal-entity commander boundary","setMessage","set"
"Dialog","minimal-entity commander boundary","getMessageTextView","get collaborator"
"Dialog","minimal-entity commander boundary","setMessageTextView","set collaborator"
"Dialog","minimal-entity commander boundary","getTitle","get"
"Dialog","minimal-entity commander boundary","setTitle","command"
"Dialog","minimal-entity commander boundary","getTitleTextView","get collaborator"
"Dialog","minimal-entity commander boundary","setTitleTextView","set collaborator"
"Dialog","minimal-entity commander boundary","getButtonAccept","get collaborator"
"Dialog","minimal-entity commander boundary","setButtonAccept","set collaborator"
"Dialog","minimal-entity commander boundary","getButtonCancel","get collaborator"
"Dialog","minimal-entity commander boundary","setButtonCancel","set collaborator"
"Dialog","minimal-entity commander boundary","setOnAcceptButtonClickListener","set collaborator"
"Dialog","minimal-entity commander boundary","setOnCancelButtonClickListener","set collaborator"
